시도,수요기관,계약명,계약일,금액,업체명,구분,태그
충북,충청북도교육청 충청북도제천교육지원청,2025학년도 1학기 AI 디지털교과서 서비스 공급 용역(천재교과서_학기단위),2025-12-22,12096580,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
충북,충청북도교육청 충청북도제천교육지원청,2025학년도 AI 디지털교과서 서비스 공급 용역(비상교과서),2025-12-22,27532460,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
충북,충청북도교육청 충청북도제천교육지원청,2025학년도 AI 디지털교과서 서비스 공급 용역(동아출판),2025-12-22,17265010,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
충북,충청북도교육청 충청북도제천교육지원청,2025학년도 AI 디지털교과서 서비스 공급 용역(와이비엠),2025-12-22,9482710,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
충북,충청북도교육청 충청북도영동교육지원청,2025학년도 초.중학교 AI 디지털교과서 연간 구독 계약,2025-12-04,11104330,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
충북,충청북도교육청 충청북도영동교육지원청,2025학년도 초.중학교 AI디지털교과서 연간 구독 계약,2025-12-04,2107630,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025년도 1학기 AIDT 구매(주식회사 천재교과서),2025-12-24,30517460,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025년도 1학기 AIDT 구매(주식회사 와이비엠),2025-12-24,1521500,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 중학교 AIDT 계약,2025-08-31,4106970,(주)교학사,기술용역,교학사 AI·디지털 교육자료
충북,충청북도교육청 충청북도진천교육지원청,2025학년도 연간 AI 디지털교과서 이용 용역(주식회사 엔이능률),2025-12-23,389880,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
충북,충청북도교육청 충청북도진천교육지원청,2025학년도 연간 AI 디지털교과서 이용 용역(주식회사 와이비엠),2025-12-23,27505910,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
충북,충청북도교육청 충청북도진천교육지원청,2025학년도 연간 AI 디지털교과서 이용 용역((주)비상교육)),2025-12-23,5479760,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
전북,전북특별자치도교육청,2025년 2학기 AI디지털교육자료 구독료 및 클라우드 사용료 지급(아이스크림미디어),2025-12-16,1246520,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025년도 1학기 AIDT 구매(주식회사 와이비엠_연간),2025-12-24,7237770,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025년도 1학기 AIDT 구매(주식회사 와이비엠_연간),2025-12-24,7237770,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025학년도 1학기 AIDT 구독료 지급(주식회사 천재교과서_연간(초등)),2025-12-24,4646380,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025학년도 1학기 AIDT 구독료 지급(주식회사 천재교과서_연간(중등)),2025-12-24,7524520,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025학년도 1학기 AIDT 구독료 지급((주)아이스크림미디어),2025-12-26,510000,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025학년도 1학기 AIDT 구독료 지급((주)천재교육),2025-12-24,2509620,(주)천재교육,기술용역,천재교과서 AI·디지털 교육자료
전북,전북특별자치도교육청,2025년 2학기 AI디지털교육자료 구독료 및 클라우드 사용료 지급(교학사),2025-12-16,4744700,(주)교학사,기술용역,교학사 AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025학년도 1학기 AIDT 구독료 지급(주식회사 미래엔),2025-12-24,809390,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025학년도 1학기 AIDT 구독료 지급((주)비상교육),2025-12-24,17636090,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025학년도 1학기 AIDT 구독료 지급((주)엔이능률),2025-12-24,4020000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025학년도 1학기 AIDT 구독료 지급(동아출판(주)(초등)),2025-12-24,5212440,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025학년도 1학기 AIDT 구독료 지급(동아출판(주)(중등)),2025-12-24,2084390,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
충북,충청북도교육청 충청북도진천교육지원청,2025학년도 연간 AI 디지털교과서 이용 용역((주)미래엔)),2025-12-23,9332000,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
충북,충청북도교육청 충청북도진천교육지원청,2025학년도 연간 AI 디지털교과서 이용 용역((주)천재교과서),2025-12-23,37930260,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025년도 1학기 AIDT 구매(주식회사 와이비엠),2025-12-24,1521500,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025년도 1학기 AIDT 구매(주식회사 와이비엠_연간),2025-12-24,7237770,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025학년도 1학기 AIDT 구독료 지급(주식회사 미래엔),2025-12-24,809390,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025학년도 1학기 AIDT 구독료 지급(동아출판(주)(초등)),2025-12-24,5212440,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025학년도 1학기 AIDT 구독료 지급(동아출판(주)(중등)),2025-12-24,2084390,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025학년도 1학기 AIDT 구독료 지급((주)엔이능률),2025-12-24,4020000,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025학년도 1학기 AIDT 구독료 지급((주)비상교육),2025-12-24,17636090,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시동부교육지원청,2025학년도 1학기 중학교 AIDT 서비스 공급 용역(동***),2025-08-31,22763440,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시동부교육지원청,2025학년도 1학기 초등학교 AIDT 서비스 공급 용역(동***),2025-08-31,5985000,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025년도 1학기 AIDT 구매(주식회사 천재교과서),2025-12-24,30517460,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025학년도 1학기 AIDT 구독료 지급((주)천재교육),2025-12-24,2509620,(주)천재교육,기술용역,천재교과서 AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025학년도 1학기 AIDT 구독료 지급(주식회사 천재교과서_연간(초등)),2025-12-24,4646380,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025학년도 1학기 AIDT 구독료 지급(주식회사 천재교과서_연간(중등)),2025-12-24,7524520,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
충북,충청북도교육청 충청북도진천교육지원청,2025학년도 학기 AI 디지털교과서 이용 용역((주)천재교과서),2025-12-29,46770810,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
충북,충청북도교육청 충청북도보은교육지원청,2025학년도 연간 AI 디지털교과서 용역 계약(와이비엠),2025-12-29,1162290,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
충북,충청북도교육청 충청북도보은교육지원청,2025학년도 1학기 AI 디지털교과서 용역 계약(와이비엠),2025-12-29,2071250,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
충북,충청북도교육청 충청북도보은교육지원청,2025학년도 연간 AI 디지털교과서 용역 계약(동아출판),2025-12-26,588880,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
충북,충청북도교육청 충청북도보은교육지원청,2025학년도 연간 AI 디지털교과서 용역 계약(천재교과서),2025-12-29,6126460,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
충북,충청북도교육청 충청북도음성교육지원청,2025학년도 1학기 AIDT 구독료 지급((주)아이스크림미디어),2025-12-26,510000,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
충북,충청북도교육청 충청북도보은교육지원청,2025학년도 연간 AI 디지털교과서 용역 계약(동아출판),2025-12-26,588880,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
충북,충청북도교육청 충청북도영동교육지원청,2025학년도 초.중등 AI디지털교과서 연간 구독 계약,2025-12-04,839880,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도강릉교육지원청,2025학년도 1학기 AI 디지털교과서(천재교과서) 서비스공급 용역계약,2025-12-22,21930390,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도강릉교육지원청,2025학년도 1학기 AI 디지털교과서(와이비엠) 서비스공급 용역계약,2025-12-22,4257500,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
충북,충청북도교육청 충청북도진천교육지원청,2025학년도 학기 AI 디지털교과서 이용 용역((주)천재교과서),2025-12-29,46770810,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
