"과학고·특성화고 에듀테크 활용사례 DB (2023.1~2026.7, 웹 공개자료 기반)",,,,,,,,,,,
,,,,,,,,,,,
연번,학교명,학교유형,지역,제품/서비스명,제품 카테고리,활용 시기,활용 내용,출처 유형,출처 URL,신뢰도,비고
493,경기영상과학고등학교,특성화고,경기 안양,"Kling AI(비디오 생성), CapCut Pro(2건째)",AI 영상 생성·편집 구독,2025.4~2026.5,"S2B 수의계약 — 캡컷 프로 AI 12개월(24만, 2025.4)·클링AI 비디오생성 스튜디오 1년(56.9만, 2026.5)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202605281270008 외
494,수원농생명과학고등학교,특성화고,경기 수원,CapCut Pro(캡컷),AI 영상편집 구독,2026.5,S2B 수의계약 — 캡컷 프로 12개월 구독(19.7만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202605061213306
495,한국국방과학고등학교,특성화고,전북 전주,"AI·디지털 활용 선도학교 운영 계정 구독권, ChatGPT 5 Plus",생성형 AI 구독(선도학교 일괄),2025.10~2026.5(4건),"S2B 수의계약 — 챗GPT5 6개월(464.1만, 2025.10 / 43.2만, 2025.11)·선도학교 운영 계정 구독권(888.2만+70만, 2026.5)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202605061213294 외
496,한국소방마이스터고등학교,마이스터고,경북 영천,"ChatGPT Plus(반복), 젠스파크 플러스",생성형 AI 구독,2025.3~11(5건),"S2B 수의계약 — 챗GPT 반복 구매(106.83만 2025.3, 47.07만 2025.5, 114만 2025.9, 43.2만 2025.11)·젠스파크 플러스(259.2만, 2025.9)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202509010537507 외
497,대구반도체마이스터고등학교,마이스터고,대구,"ChatGPT Plus, Gamma Pro",생성형 AI·프레젠테이션 구독,2025.5~7(2건),"S2B 수의계약 — 감마 프로 9개월(33.89만, 2025.5)·챗GPT 플러스 유료 계정(93.6만, 2025.7)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202507030431613 외
498,경북바이오마이스터고등학교,마이스터고,경북 상주,"ChatGPT Plus(대규모), Gemini Pro 울트라",생성형 AI 구독,2025.1~2026.5(4건),"S2B 수의계약 — 챗GPT4(59.5만, 2025.1)·챗GPT4 9개월 외 1종(898.94만, 2025.6)·제미나이 프로3.0 울트라(77만, 2026.3 / 531만, 2026.5)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202506100378354 외
499,한국국제통상마이스터고등학교,마이스터고,인천,"ChatGPT Plus, 패들렛 강의실 플랜",생성형 AI·협업도구 구독,2025.6(2건),S2B 수의계약 — 챗GPT 플러스 에듀테크 12개월(93.6만)·패들렛 강의실 플랜 1년(28.5만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,"계약번호 202506190399890, 202506270417620"
500,대구농업마이스터고등학교,마이스터고,대구,ChatGPT Plus,생성형 AI 구독,2025.6,S2B 수의계약 — 챗GPT 플러스 에듀테크 12개월(46.8만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202506050372415
501,한국반도체마이스터고등학교,마이스터고,경북 경주,"ChatGPT Plus, 스쿨플랫(프리윌린), 카훗(Kahoot)",생성형 AI·수학 코스웨어·퀴즈도구,2024.5~2025.8(4건),"S2B 수의계약 — 챗GPT 구매대행(17.04만, 2024.5)·에듀테크 콘텐츠 ChatGPT(143.8만)+스쿨플랫(226.38만)(2025.5)·카훗 1년(14.2만, 2025.8)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202505070300594 외 — 경주공업고 명의 포함
502,한국해양마이스터고등학교,마이스터고,부산,"북크리에이터(Book Creator), CapCut",전자책 제작·AI 영상편집 도구,2024.5~2025.1(3건),"S2B 수의계약 — 북크리에이터 라이선스 외 2건(68.4만, 2024.5)·캡컷 CapCut(11.9만, 2025.1)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202405219437862 외
503,김제농생명마이스터고등학교,마이스터고,전북 김제,에듀테크 교육환경 구축(기자재),에듀테크 인프라,2024.10,S2B 수의계약 — 에듀테크 교육환경 구축 물품(878.5만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202410029726512
504,경북소프트웨어마이스터고등학교,마이스터고,경북 의성,"ChatGPT Plus, 비트독 Xgo(AI 코딩로봇)",생성형 AI 구독·AI 교구,2026.1~7(3건),"S2B 수의계약 — 챗GPT 플러스 외 1종 2건(18.5만, 2026.1)·비트독 Xgo 코딩로봇 마이크로비트세트(71만, 2026.7)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202601070877785 외
505,창원과학고등학교,과학고,경남 창원,ChatGPT Plus 등(수학과 과제연구별 SW 구독),생성형 AI 구독(R&E),2026.6(2건+),"S2B 수의계약 — (창의연구4) 수학과 과제연구 SW 구독 챗지피티 플러스(24.5만), (창의연구9) 소프트웨어 구독(25.8만) — 과제연구 번호별 개별 계약",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606081293468 외 — 이전 조사 '경남과학고' 표기는 창원과학고 오귀속으로 교정
506,수원정보과학고등학교,특성화고,경기 수원,"Replit(리플릿), Hailuo AI(하이루오 영상생성)",AI 코딩·영상생성 구독,2026.6(2건),"S2B 수의계약 — AI역량강화 거점교 리플릿 AI 구독권(38.7만), 디자인콘텐츠과 하이루오 AI 영상생성 구독(120만)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,"계약번호 202606101297504, 202606091297409"
507,울산생활과학고등학교,특성화고,울산,카훗 플러스 실버(Kahoot! Plus Silver),퀴즈·평가 도구 구독,2026.6,S2B 수의계약 — 카훗 플러스 실버 교사용 안심구독(19만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606091297383
508,한국외식과학고등학교,특성화고,경기 양주,패들렛 플래티넘(교사 연간구독),협업·제작 도구 구독,2026.6,S2B 수의계약 — 패들렛 플래티넘 교사 1계정 연간구독권(64만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606091294939
509,부산소프트웨어마이스터고등학교,마이스터고,부산,마이다스인 AI역량검사,AI 취업역량 검사,2024.12,"S2B 수의계약 — 인공지능 AI역량검사 용역(1,000만, ㈜마이다스인) — 취업 준비용 AI 역량검사 도입",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202412179939251 — 2024년 마이스터고의 희소한 AI 계약
510,부산정보관광고등학교,특성화고,부산,AI 선도학교 에듀테크·코스웨어(테크빌교육),AI 선도학교 SW,2026.4,"부산교육청 K-에듀파인 공개 계약 — AI·디지털 활용 선도학교 운영 에듀테크 및 코스웨어 구입(1,205.2만)",교육청 계약정보 공개시스템,https://www.pen.go.kr/main/ir/selectPrvcntrInfoList.do?mi=31735,상,2026.7.18 직접 열람
511,전북과학고등학교,과학고,전북 익산,"ChatGPT Plus, Gemini Pro(에듀테크 구독)",생성형 AI 구독,2026.3,"S2B 수의계약 — '전북과학고 에듀테크 구독(Chat GPT Plus, Gemini Pro)'(1,159.6만, 아이티존) — 과학고 최대급 생성형 AI 일괄 구독",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202603301108667 — 전북과학고 첫 조달 기록
512,양평전자과학고등학교,특성화고,경기 양평,카훗(Kahoot!) 브론즈,퀴즈·평가 도구 구독,2026.6(2건),S2B 수의계약 — 카훗 브론즈 에듀테크 라이선스 1년 안심구독 2건(25.2만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606041284777 외 — 신규 확인 학교
513,전남과학고등학교,과학고,전남 나주,"플랭스쿨(㈜플랭, AI 영어교육 SW)",AI 코스웨어(영어),2026.2,S2B 수의계약 — 플랭스쿨 AI 영어교육 소프트웨어 외 1종(15만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202602030936243
514,부산컴퓨터과학고등학교,특성화고,부산,AI디지털 활용 선도학교 에듀테크 SW(비상교육FC·제로엑스플로우),AI 선도학교 SW,2026.4~5(2건),S2B 수의계약 — AI디지털 활용 선도학교 에듀테크 SW: 수학 프로그램(비상교육FC 550만)+영어 프로그램(제로엑스플로우 297만) — 부산교육청 공개 계약으로 교과 확인,S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202604301205621 외 — AI 선도학교 SW의 S2B 경로 실증
515,인천진산과학고등학교,과학고,인천,노션(Notion) 올인원 워크스페이스,협업 플랫폼 구독,2026.6,S2B 수의계약 — 노션 라이선스 안심구독(30만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606171315890
516,강원과학고등학교,과학고,강원 원주,ChatGPT 5 Plus,생성형 AI 구독,2026.6(2건),S2B 수의계약 — 챗GPT 5 플러스 유료 계정 안심구독 2건(78만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606301339826 외
517,대구과학고등학교,영재학교,대구,"Claude Pro, Gemini(울트라·프로), ChatGPT Plus — R&E 분야별 팀 단위 구독",생성형 AI 구독(R&E),2026.5~6(9건),S2B 수의계약 — 수학 25팀 제미나이 울트라(210만)·수학 23팀 챗GPT(259만)·AI정보 22팀 클로드(96만)·생명과학 17팀 클로드(43.7만)·환경공학 16팀 제미나이(19만)·물리천문 27팀+6팀 제미나이(84.4만)·시스템에너지 5팀 챗GPT(40만)·1학년 자율연구 클로드(84만) — 연구 분야·팀 수 명시 일괄 구독,S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,"이전 조사 교차검증 완료(2026.7.17), 계약번호 202606051286960 외"
518,대구과학고등학교,영재학교,대구,AI 융합수업자료 개발용 AI 서비스,생성형 AI 서비스(교사용),2026.5,"S2B 수의계약 — AI융합수업자료 개발을 위한 AI서비스 구입(705.9만, 올아이피정보통신)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202605061212829 — 이전 조사 교차검증 완료
519,대전과학고등학교,영재학교,대전,"Claude Pro(클로드, 창의연구)",생성형 AI 구독(R&E),2026.6(2건),"S2B 수의계약 — 창의연구 클로드 프로 구독 2건(65.4만, 가온인테크)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606291338298 외 — 계약명에 'AI' 미포함으로 기존 키워드 수집에서 누락
520,대구일과학고등학교,과학고,대구,"Gemini Pro(울트라), ChatGPT Plus, Google Colab Pro+",생성형 AI·클라우드 구독,2026.6~7(6건),S2B 수의계약 — 제미나이 프로3.0 울트라 2건(32만)·챗GPT 플러스 3건(31.2만)·구글 코랩 프로 플러스(14.8만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202607141374591 외
521,충남과학고등학교,과학고,충남 공주,Mathematica 14(Wolfram),수리·계산 SW,2026.7,"S2B 수의계약 — 통합계산프로그램 Mathematica 14 중고등학교 통합용(194만, 길에듀월드)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202607071355757 — 이전 조사 교차검증 완료
522,제주과학고등학교,과학고,제주,"Cursor AI Pro, Claude Pro(AI·SW교육 실습용)",AI 코딩도구·생성형 AI 구독,2026.5,"S2B 수의계약 — AI·SW교육 실습용 소프트웨어 라이선스(커서AI프로·클로드프로, 190.8만)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202605081220219 — 이전 조사 교차검증 완료
523,강원과학고등학교,과학고,강원 원주,Claude(프로·맥스),생성형 AI 구독,2026.7(4건),S2B 수의계약 — 클로드 프로·맥스 2건(50.4만)+클로드 프로 안심구독 2건(8만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202607091362114 외 — 이전 조사 교차검증 완료
524,경남과학고등학교,과학고,경남 진주,"ChatGPT Plus, Claude(프로·맥스) — 창의연구활동",생성형 AI 구독(R&E),2026.6~7(3건),S2B 수의계약 — 창의연구활동 플러스챗GPT(22.8만)·클로드 프로·맥스(25.2만)·클로드 구독권(18.2만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202607091364199 외 — 이전 조사와 동일 패턴 확인
525,인천과학고·인천진산과학고·인천과학예술영재학교(인천 3교 심층),과학고,인천,"Mathematica, MATLAB",수리·계산 SW,2019~2022(조사 기간 외),"인천교육청 계약정보 재검증(2026.7.18) — Mathematica는 2019(894.96만)·2021(88만), MATLAB은 2022(43.89만) 계약으로 전부 2023.1 이전. 조사 기간 내 계약 없음",교육청 계약정보 공개시스템(재검증),https://www.ice.go.kr/contract/ir/selectCntrInfoList.do?mi=11307,상,이전 조사 병합분 재검증 결과 기간 오류 확인 → 분석 제외
526,인천과학고등학교,과학고,인천,"Adobe(어도비, 알툴즈 포함)",창작·디자인 SW,2024.5~2025.6(2건),"인천교육청 계약정보 재검증(2026.7.18) — 어도비 구입(106.59만, 2024.5)·알툴즈+어도비(146.52만, 2025.6), 에이마스 경유 연례 갱신",교육청 계약정보 공개시스템(재검증),https://www.ice.go.kr/contract/ir/selectCntrInfoList.do?mi=11307,상,이전 조사 병합분 재검증 완료 — 기간 외 2018~2022 계약 별도 존재
527,인천과학예술영재학교,영재학교,인천,Adobe(Illustrator·Photoshop 등),창작·디자인 SW,2025.10~2026.6(2건),"인천교육청 계약정보 재검증(2026.7.18) — 정보화실 Adobe Illustrator·Photoshop(71.28만, 2025.10)·학생 교육활동 Adobe(94.05만, 2026.6)",교육청 계약정보 공개시스템(재검증),https://www.ice.go.kr/contract/ir/selectCntrInfoList.do?mi=11307,상,이전 조사 병합분 재검증 완료
528,인천과학예술영재학교,영재학교,인천,"Midjourney(미드저니), MonoGPT(모노플로우)",생성형 AI(창작·교과),2025.8~2026.4(2건),"인천교육청 계약정보 재검증(2026.7.18) — 동화책 만들기 Midjourney 해외구매(9.36만, 2025.8)·화학과 에듀테크 SW MonoGPT(35.88만, 2026.4)",교육청 계약정보 공개시스템(재검증),https://www.ice.go.kr/contract/ir/selectCntrInfoList.do?mi=11307,상,이전 조사 병합분 재검증 완료 — 계약 주체는 인천과학예술영재학교로 특정
529,인천과학고·인천진산과학고·인천과학예술영재학교(인천 3교 심층),과학고,인천,데이터분석 소프트웨어(제품명 미확인),데이터분석 SW,2021.8(조사 기간 외),"인천교육청 계약정보 재검증(2026.7.18) — 데이터분석 프로그램 SW 구매(5,035만, 다루소프트)는 2021-08-20 인천과학예술영재학교 계약. 조사 기간 내 계약 없음",교육청 계약정보 공개시스템(재검증),https://www.ice.go.kr/contract/ir/selectCntrInfoList.do?mi=11307,상,이전 조사 병합분 재검증 결과 기간 오류 확인 → 분석 제외
530,경기영상과학고등학교,특성화고,경기 안양,Adobe(응용소프트웨어),창작·디자인 SW,2026,"나라장터(G2B) — 응용소프트웨어(Adobe) 구매(2,821.5만)",나라장터 계약기록(이전 조사),https://www.g2b.go.kr,상,이전 프로젝트 조사 병합 — 본 세션 미재검증
531,일산국제컨벤션고등학교,특성화고,경기 고양,Adobe 라이선스,창작·디자인 SW,2026,"나라장터(G2B) — Adobe 라이선스 구매(1,153.7만)",나라장터 계약기록(이전 조사),https://www.g2b.go.kr,상,이전 프로젝트 조사 병합 — 나라장터 OpenAPI로 금액 단위 교차검증 완료(2026.7.19)
532,서울방송고등학교,특성화고,서울,Adobe(실험실습기자재 갱신),창작·디자인 SW,2026,"나라장터(G2B) — 어도비 갱신(1,369.4만)",나라장터 계약기록(이전 조사),https://www.g2b.go.kr,상,이전 프로젝트 조사 병합 — 본 세션 미재검증
533,청주여자상업고등학교,특성화고,충북 청주,Adobe 등 콘텐츠디자인과 응용SW,창작·디자인 SW,2026,나라장터(G2B) — 학과재구조화 콘텐츠디자인과 응용SW(305.8만),나라장터 계약기록(이전 조사),https://www.g2b.go.kr,상,이전 프로젝트 조사 병합 — 본 세션 미재검증
534,창원기계공업고등학교,특성화고,경남 창원,EdgeCAM,CAM·공정 시뮬레이터,2026,"나라장터(G2B) — 컴퓨터응용기계과 EdgeCAM 구입(9,234.4만) — 특성화고 최대급 SW 계약",나라장터 계약기록(이전 조사),https://www.g2b.go.kr,상,이전 프로젝트 조사 병합 — 나라장터 OpenAPI로 금액 단위 교차검증 완료(2026.7.19)
